YEAR,SEX,AGEGRP,COUNT,POPULATION,WEIGHT,COUNT_ACCIDENTS,COUNT_ALZHEIMER,COUNT_CANCER,COUNT_CEREBROVASCULAR,COUNT_DIABETES,COUNT_FLU_PNEUMONIA,COUNT_HEART,COUNT_KIDNEY,COUNT_LIVER,COUNT_RESPIRATORY,COUNT_SUICIDE,AMR_ACCIDENTS,AMR_ALZHEIMER,AMR_CANCER,AMR_CEREBROVASCULAR,AMR_DIABETES,AMR_FLU_PNEUMONIA,AMR_HEART,AMR_KIDNEY,AMR_LIVER,AMR_RESPIRATORY,AMR_SUICIDE
2009,M,60-64,11353,"1,035,802",0.039,795,13,4803,847,470,134,953,159,632,133,781,2.993,0.049,18.084,3.189,1.77,0.505,3.588,0.599,2.38,0.501,2.941
2009,M,65-69,15313,"861,451",0.034,838,13,6490,1473,669,220,1271,260,583,350,758,3.307,0.051,25.615,5.814,2.64,0.868,5.016,1.026,2.301,1.381,2.992
2009,M,70-74,19441,"637,772",0.032,850,62,8065,2098,907,378,1604,307,442,651,750,4.265,0.311,40.466,10.527,4.551,1.897,8.048,1.54,2.218,3.266,3.763
2009,M,75-79,18508,"353,244",0.027,641,84,6698,2235,819,542,1678,316,266,947,524,4.899,0.642,51.196,17.083,6.26,4.143,12.826,2.415,2.033,7.238,4.005
2009,M,80-84,15398,"167,548",0.018,436,146,4365,1969,587,649,1462,302,140,987,354,4.684,1.569,46.894,21.153,6.306,6.972,15.707,3.244,1.504,10.604,3.803
2009,M,85 +,16813,"86,468",0.016,448,278,2918,1944,467,1017,1757,258,104,1096,246,8.29,5.144,53.995,35.972,8.641,18.819,32.511,4.774,1.924,20.28,4.552
2009,F,0-4,834,"1,098,912",0.069,69,0,35,3,0,7,21,0,2,1,0,0.433,0,0.22,0.019,0,0.044,0.132,0,0.013,0.006,0
2009,F,5-9,139,"1,277,896",0.073,46,0,31,1,0,2,8,0,1,0,1,0.263,0,0.177,0.006,0,0.011,0.046,0,0.006,0,0.006
2009,F,10-14,159,"1,554,630",0.073,39,0,34,1,1,2,8,1,0,1,24,0.183,0,0.16,0.005,0.005,0.009,0.038,0.005,0,0.005,0.113
2009,F,15-19,321,"1,580,489",0.072,38,0,45,5,1,4,11,2,1,0,138,0.173,0,0.205,0.023,0.005,0.018,0.05,0.009,0.005,0,0.629
2009,F,20-24,509,"1,494,654",0.066,75,0,53,5,5,3,11,2,2,3,244,0.331,0,0.234,0.022,0.022,0.013,0.049,0.009,0.009,0.013,1.077
2009,F,25-29,947,"1,929,488",0.065,75,0,114,17,10,7,11,3,5,2,558,0.253,0,0.384,0.057,0.034,0.024,0.037,0.01,0.017,0.007,1.88
2009,F,30-34,1154,"1,864,224",0.071,48,0,238,34,11,4,25,6,20,0,554,0.183,0,0.906,0.129,0.042,0.015,0.095,0.023,0.076,0,2.11
2009,F,35-39,1535,"2,177,509",0.081,78,0,475,44,13,7,39,9,50,3,566,0.29,0,1.767,0.164,0.048,0.026,0.145,0.033,0.186,0.011,2.105
2009,F,40-44,1906,"2,079,435",0.082,115,0,743,108,28,9,72,12,73,3,434,0.453,0,2.93,0.426,0.11,0.035,0.284,0.047,0.288,0.012,1.711
2009,F,45-49,2639,"2,136,420",0.072,139,0,1156,160,58,12,113,29,114,11,421,0.468,0,3.896,0.539,0.195,0.04,0.381,0.098,0.384,0.037,1.419
2009,F,50-54,3481,"1,874,127",0.063,189,3,1658,301,78,21,170,57,112,19,397,0.635,0.01,5.573,1.012,0.262,0.071,0.571,0.192,0.376,0.064,1.335
2009,F,55-59,3490,"1,314,068",0.048,194,5,1657,250,130,21,208,96,119,29,282,0.709,0.018,6.053,0.913,0.475,0.077,0.76,0.351,0.435,0.106,1.03
2009,F,60-64,4260,"1,081,239",0.039,175,1,2008,408,185,26,326,125,93,44,239,0.631,0.004,7.243,1.472,0.667,0.094,1.176,0.451,0.335,0.159,0.862
2009,F,65-69,6689,"1,008,828",0.034,286,18,2731,788,419,84,627,193,123,79,284,0.964,0.061,9.204,2.656,1.412,0.283,2.113,0.65,0.415,0.266,0.957
2009,F,70-74,11069,"854,731",0.032,412,48,3696,1542,774,188,1267,260,184,191,350,1.542,0.18,13.837,5.773,2.898,0.704,4.743,0.973,0.689,0.715,1.31
2009,F,75-79,15666,"600,927",0.027,456,154,4150,2475,986,377,2011,367,181,367,350,2.049,0.692,18.646,11.12,4.43,1.694,9.036,1.649,0.813,1.649,1.573
2009,F,80-84,19432,"360,838",0.018,535,262,3727,2951,1091,700,2829,323,175,589,321,2.669,1.307,18.592,14.721,5.442,3.492,14.112,1.611,0.873,2.938,1.601
2009,F,85 +,34963,"245,079",0.016,923,770,3379,4092,1008,1725,4845,427,164,1225,316,6.026,5.027,22.06,26.715,6.581,11.262,31.631,2.788,1.071,7.997,2.063
2010,M,0-4,1068,"1,172,828",0.069,85,0,20,3,0,15,12,1,5,2,0,0.5,0,0.118,0.018,0,0.088,0.071,0.006,0.029,0.012,0
2010,M,5-9,161,"1,300,568",0.073,68,0,29,1,0,4,4,0,0,0,0,0.382,0,0.163,0.006,0,0.022,0.022,0,0,0,0
2010,M,10-14,225,"1,682,748",0.073,67,0,53,11,1,2,11,2,1,1,18,0.291,0,0.23,0.048,0.004,0.009,0.048,0.009,0.004,0.004,0.078
2010,M,15-19,610,"1,821,378",0.072,232,0,77,5,1,3,20,2,1,1,121,0.917,0,0.304,0.02,0.004,0.012,0.079,0.008,0.004,0.004,0.478
2010,M,20-24,885,"1,654,707",0.066,292,0,70,12,2,3,32,4,1,4,298,1.165,0,0.279,0.048,0.008,0.012,0.128,0.016,0.004,0.016,1.189
2010,M,25-29,1342,"1,989,754",0.065,349,0,102,19,10,3,51,2,8,2,556,1.14,0,0.333,0.062,0.033,0.01,0.167,0.007,0.026,0.007,1.816
2010,M,30-34,1750,"2,000,527",0.071,385,1,187,42,9,7,96,5,34,1,692,1.366,0.004,0.664,0.149,0.032,0.025,0.341,0.018,0.121,0.004,2.456
2010,M,35-39,2549,"2,252,710",0.081,446,0,390,100,34,15,153,17,123,2,769,1.604,0,1.402,0.36,0.122,0.054,0.55,0.061,0.442,0.007,2.765
2010,M,40-44,4457,"2,192,383",0.082,694,0,824,226,101,20,339,20,369,14,920,2.596,0,3.082,0.845,0.378,0.075,1.268,0.075,1.38,0.052,3.441
2010,M,45-49,6950,"2,166,821",0.072,886,2,1628,384,191,39,531,43,755,21,1102,2.944,0.007,5.41,1.276,0.635,0.13,1.764,0.143,2.509,0.07,3.662
2010,M,50-54,10279,"1,972,536",0.063,998,1,3022,589,339,100,847,102,1053,53,1184,3.187,0.003,9.652,1.881,1.083,0.319,2.705,0.326,3.363,0.169,3.782
2010,M,55-59,10894,"1,397,202",0.048,896,4,3979,644,428,106,863,122,907,103,957,3.078,0.014,13.67,2.212,1.47,0.364,2.965,0.419,3.116,0.354,3.288
2010,M,60-64,11766,"1,083,119",0.039,801,9,4999,849,445,138,994,174,582,154,799,2.884,0.032,18,3.057,1.602,0.497,3.579,0.627,2.096,0.555,2.877
2010,M,65-69,14536,"871,002",0.034,805,18,6343,1297,621,235,1196,219,496,319,756,3.142,0.07,24.76,5.063,2.424,0.917,4.669,0.855,1.936,1.245,2.951
2010,M,70-74,19803,"664,268",0.032,835,59,8109,2052,926,448,1668,375,501,620,845,4.022,0.284,39.064,9.885,4.461,2.158,8.035,1.806,2.413,2.987,4.071
2010,M,75-79,20544,"386,793",0.027,731,97,7456,2541,924,676,1854,322,311,968,640,5.103,0.677,52.046,17.737,6.45,4.719,12.942,2.248,2.171,6.757,4.468
2010,M,80-84,16439,"178,050",0.018,483,164,4671,2027,670,801,1599,312,158,1039,367,4.883,1.658,47.222,20.492,6.773,8.098,16.165,3.154,1.597,10.504,3.71
2010,M,85 +,18055,"93,720",0.016,482,282,3250,2063,535,1252,1956,286,108,1169,297,8.229,4.814,55.484,35.22,9.134,21.374,33.393,4.883,1.844,19.957,5.07
2010,F,0-4,768,"1,098,975",0.069,53,,18,3,0,10,11,1,0,0,0,0.333,0,0.113,0.019,0,0.063,0.069,0.006,0,0,0
2010,F,5-9,99,"1,197,359",0.073,29,,17,4,0,0,4,0,2,1,0,0.177,0,0.104,0.024,0,0,0.024,0,0.012,0.006,0
2010,F,10-14,149,"1,526,961",0.073,28,,32,3,1,1,7,2,1,0,25,0.134,0,0.153,0.014,0.005,0.005,0.033,0.01,0.005,0,0.12
2010,F,15-19,279,"1,607,415",0.072,51,0,37,5,0,1,13,0,0,1,102,0.228,0,0.166,0.022,0,0.004,0.058,0,0,0.004,0.457
2010,F,20-24,466,"1,484,342",0.066,68,0,52,3,2,6,13,0,4,0,219,0.302,0,0.231,0.013,0.009,0.027,0.058,0,0.018,0,0.974
2010,F,25-29,775,"1,844,351",0.065,81,0,84,12,4,4,17,1,5,0,443,0.285,0,0.296,0.042,0.014,0.014,0.06,0.004,0.018,0,1.561
2010,F,30-34,1015,"1,877,257",0.071,63,0,199,21,8,7,22,3,20,0,487,0.238,0,0.753,0.079,0.03,0.026,0.083,0.011,0.076,0,1.842
2010,F,35-39,1407,"2,134,326",0.081,79,0,426,56,19,9,26,14,43,4,489,0.3,0,1.617,0.213,0.072,0.034,0.099,0.053,0.163,0.015,1.856
2010,F,40-44,1933,"2,113,987",0.082,91,0,736,113,25,11,70,20,71,7,476,0.353,0,2.855,0.438,0.097,0.043,0.272,0.078,0.275,0.027,1.846
2010,F,45-49,2606,"2,104,888",0.072,155,1,1133,189,48,14,114,31,117,17,399,0.53,0.003,3.876,0.646,0.164,0.048,0.39,0.106,0.4,0.058,1.365
2010,F,50-54,3607,"1,961,827",0.063,187,1,1742,306,77,17,151,51,135,19,408,0.601,0.003,5.594,0.983,0.247,0.055,0.485,0.164,0.434,0.061,1.31
2010,F,55-59,3616,"1,420,113",0.048,186,0,1730,324,105,31,217,66,98,25,309,0.629,0,5.847,1.095,0.355,0.105,0.733,0.223,0.331,0.085,1.044
2010,F,60-64,4347,"1,128,921",0.039,194,5,2028,422,191,37,306,110,94,44,243,0.67,0.017,7.006,1.458,0.66,0.128,1.057,0.38,0.325,0.152,0.839
2010,F,65-69,6534,"1,007,312",0.034,280,13,2663,718,408,96,600,191,135,83,293,0.945,0.044,8.988,2.423,1.377,0.324,2.025,0.645,0.456,0.28,0.989
2010,F,70-74,10792,"875,369",0.032,456,37,3576,1474,723,217,1267,265,166,203,339,1.667,0.135,13.072,5.388,2.643,0.793,4.632,0.969,0.607,0.742,1.239
2010,F,75-79,16359,"638,739",0.027,491,158,4430,2499,1158,435,2089,312,210,381,410,2.075,0.668,18.726,10.563,4.895,1.839,8.83,1.319,0.888,1.611,1.733
2010,F,80-84,20666,"387,547",0.018,548,295,4164,3116,1180,736,2986,376,185,610,305,2.545,1.37,19.34,14.473,5.481,3.418,13.869,1.746,0.859,2.833,1.417
2010,F,85 +,37603,"263,309",0.016,978,899,3771,4379,1163,2026,5441,479,188,1223,291,5.943,5.463,22.915,26.609,7.067,12.311,33.062,2.911,1.142,7.432,1.768
2011,M,0-4,1008,"1,193,656",0.069,73,,40,3,0,14,14,0,1,1,0,0.422,0,0.231,0.017,0,0.081,0.081,0,0.006,0.006,0
2011,M,5-9,139,"1,214,418",0.073,51,,27,6,0,3,8,0,0,1,0,0.307,0,0.162,0.036,0,0.018,0.048,0,0,0.006,0
2011,M,10-14,195,"1,630,159",0.073,49,,36,4,0,1,10,1,0,1,15,0.219,0,0.161,0.018,0,0.004,0.045,0.004,0,0.004,0.067
2011,M,15-19,593,"1,842,937",0.072,244,,63,6,2,3,15,4,0,1,150,0.953,0,0.246,0.023,0.008,0.012,0.059,0.016,0,0.004,0.586
2011,M,20-24,832,"1,678,222",0.066,233,,79,16,0,2,36,1,1,0,303,0.916,0,0.311,0.063,0,0.008,0.142,0.004,0.004,0,1.192
2011,M,25-29,1248,"1,909,497",0.065,319,,119,12,5,3,40,2,3,0,576,1.086,0,0.405,0.041,0.017,0.01,0.136,0.007,0.01,0,1.961
2011,M,30-34,1743,"2,049,481",0.071,354,,172,42,6,6,82,6,27,2,765,1.226,0,0.596,0.146,0.021,0.021,0.284,0.021,0.094,0.007,2.65
2011,M,35-39,2385,"2,181,088",0.081,385,,316,100,25,18,149,12,111,4,832,1.43,0,1.174,0.371,0.093,0.067,0.553,0.045,0.412,0.015,3.09
2011,M,40-44,4123,"2,240,870",0.082,559,,799,184,60,26,307,29,329,3,1001,2.046,0,2.924,0.673,0.22,0.095,1.123,0.106,1.204,0.011,3.663
2011,M,45-49,6453,"2,133,627",0.072,747,,1525,339,149,64,494,53,690,13,1050,2.521,0,5.146,1.144,0.503,0.216,1.667,0.179,2.328,0.044,3.543
2011,M,50-54,10359,"2,085,550",0.063,999,,2971,568,342,90,849,98,1062,42,1279,3.018,0,8.975,1.716,1.033,0.272,2.565,0.296,3.208,0.127,3.864
2011,M,55-59,11089,"1,519,137",0.048,906,1,4051,622,418,123,928,113,855,77,994,2.863,0.003,12.8,1.965,1.321,0.389,2.932,0.357,2.702,0.243,3.141
2011,M,60-64,11634,"1,126,838",0.039,751,14,4796,811,468,145,966,157,612,159,838,2.599,0.048,16.599,2.807,1.62,0.502,3.343,0.543,2.118,0.55,2.9
2011,M,65-69,13549,"863,928",0.034,732,28,5780,1095,643,250,1106,222,476,265,717,2.881,0.11,22.747,4.309,2.531,0.984,4.353,0.874,1.873,1.043,2.822
2011,M,70-74,20316,"689,761",0.032,910,53,8147,1931,1053,552,1825,365,498,596,900,4.222,0.246,37.796,8.958,4.885,2.561,8.467,1.693,2.31,2.765,4.175
2011,M,75-79,21419,"422,066",0.027,771,115,7583,2314,1028,728,1978,349,318,1027,752,4.932,0.736,48.509,14.803,6.576,4.657,12.653,2.233,2.034,6.57,4.811
2011,M,80-84,17073,"189,129",0.018,472,149,4935,1999,728,909,1770,300,138,1007,422,4.492,1.418,46.968,19.025,6.929,8.651,16.846,2.855,1.313,9.584,4.016
2011,M,85 +,19091,"99,503",0.016,508,388,3421,2133,626,1425,2195,308,130,1205,272,8.169,6.239,55.009,34.298,10.066,22.914,35.295,4.953,2.09,19.376,4.374
2011,F,0-4,766,"1,121,917",0.069,53,,21,1,0,13,18,0,2,2,0,0.326,0,0.129,0.006,0,0.08,0.111,0,0.012,0.012,0
2011,F,5-9,107,"1,121,978",0.073,28,,31,2,0,4,2,0,0,1,0,0.182,0,0.202,0.013,0,0.026,0.013,0,0,0.007,0
2011,F,10-14,141,"1,489,332",0.073,25,,32,6,2,5,8,1,1,1,11,0.123,0,0.157,0.029,0.01,0.025,0.039,0.005,0.005,0.005,0.054
2011,F,15-19,273,"1,625,599",0.072,48,,48,7,3,1,9,2,0,2,107,0.213,0,0.213,0.031,0.013,0.004,0.04,0.009,0,0.009,0.474
2011,F,20-24,422,"1,497,451",0.066,75,,52,8,3,4,6,3,0,0,204,0.331,0,0.229,0.035,0.013,0.018,0.026,0.013,0,0,0.899
2011,F,25-29,653,"1,755,305",0.065,52,,85,11,5,2,16,2,7,0,366,0.193,0,0.315,0.041,0.019,0.007,0.059,0.007,0.026,0,1.355
2011,F,30-34,1045,"1,917,946",0.071,60,,196,23,11,7,25,5,25,6,495,0.222,0,0.726,0.085,0.041,0.026,0.093,0.019,0.093,0.022,1.832
2011,F,35-39,1263,"2,060,239",0.081,59,,412,41,15,7,45,10,44,1,419,0.232,0,1.62,0.161,0.059,0.028,0.177,0.039,0.173,0.004,1.647
2011,F,40-44,1901,"2,168,151",0.082,115,,698,108,33,14,71,16,89,4,458,0.435,0,2.64,0.408,0.125,0.053,0.269,0.061,0.337,0.015,1.732
2011,F,45-49,2433,"2,057,463",0.072,138,,1077,174,50,16,95,22,95,10,398,0.483,0,3.769,0.609,0.175,0.056,0.332,0.077,0.332,0.035,1.393
2011,F,50-54,3497,"2,078,358",0.063,189,1,1642,285,84,22,148,52,127,28,436,0.573,0.003,4.977,0.864,0.255,0.067,0.449,0.158,0.385,0.085,1.322
2011,F,55-59,3729,"1,546,118",0.048,157,4,1833,295,131,28,202,71,114,24,337,0.487,0.012,5.691,0.916,0.407,0.087,0.627,0.22,0.354,0.075,1.046
2011,F,60-64,4208,"1,176,122",0.039,207,9,1980,371,188,41,308,99,86,42,245,0.686,0.03,6.566,1.23,0.623,0.136,1.021,0.328,0.285,0.139,0.812
2011,F,65-69,6041,"982,408",0.034,258,15,2516,621,371,99,566,141,114,62,260,0.893,0.052,8.708,2.149,1.284,0.343,1.959,0.488,0.395,0.215,0.9
2011,F,70-74,10492,"897,257",0.032,418,53,3512,1299,715,227,1194,254,179,177,337,1.491,0.189,12.525,4.633,2.55,0.81,4.258,0.906,0.638,0.631,1.202
2011,F,75-79,16170,"679,260",0.027,481,137,4388,2183,1080,549,2154,337,212,331,358,1.912,0.545,17.442,8.677,4.293,2.182,8.562,1.34,0.843,1.316,1.423
2011,F,80-84,20892,"410,686",0.018,530,357,4182,3021,1187,868,3199,342,180,588,310,2.323,1.565,18.329,13.241,5.203,3.804,14.021,1.499,0.789,2.577,1.359
2011,F,85 +,40095,"281,181",0.016,1047,1083,4012,4762,1343,2408,6463,551,224,1275,299,5.958,6.163,22.829,27.097,7.642,13.702,36.776,3.135,1.275,7.255,1.701
2012,M,0-4,964,"1,200,629",0.069,76,,31,1,0,9,22,1,0,0,0,0.437,0,0.178,0.006,0,0.052,0.126,0.006,0,0,0
2012,M,5-9,167,"1,180,798",0.073,61,,27,3,0,0,5,0,0,0,0,0.377,0,0.167,0.019,0,0,0.031,0,0,0,0
2012,M,10-14,168,"1,550,478",0.073,48,,40,4,1,1,6,0,0,2,13,0.226,0,0.188,0.019,0.005,0.005,0.028,0,0,0.009,0.061
2012,M,15-19,505,"1,821,485",0.072,193,,76,3,1,4,20,1,1,2,121,0.763,0,0.3,0.012,0.004,0.016,0.079,0.004,0.004,0.008,0.478
2012,M,20-24,828,"1,734,689",0.066,257,,85,8,1,5,31,5,1,0,297,0.978,0,0.323,0.03,0.004,0.019,0.118,0.019,0.004,0,1.13
2012,M,25-29,1032,"1,808,875",0.065,292,,77,18,1,4,50,1,4,1,444,1.049,0,0.277,0.065,0.004,0.014,0.18,0.004,0.014,0.004,1.595
2012,M,30-34,1659,"2,094,985",0.071,349,,170,45,9,6,95,4,23,0,714,1.183,0,0.576,0.153,0.031,0.02,0.322,0.014,0.078,0,2.42
2012,M,35-39,2241,"2,101,052",0.081,388,,340,102,41,10,160,14,104,6,680,1.496,0,1.311,0.393,0.158,0.039,0.617,0.054,0.401,0.023,2.622
